916; 5062 
948; 4936 
1552; 4783 
1584; 4683 
2184; 5018 
2212; 4952 
2812; 5404 
2844; 5272 
3444; 4846 
3476; 4735 
4076; 4910 
4108; 4804 
4712; 4496 
4744; 4391 
5348; 4904 
5380; 4805 
5980; 4983 
6012; 4873 
6612; 4754 
6644; 4691 
7236; 4810 
7272; 4684 
7868; 4944 
7900; 4866 
8496; 4792 
8992; 4537 
9672; 4420 
9704; 4323 
10312; 4209 
10940; 5113 
11624; 4352 
12220; 4494 
12884; 4529 
13488; 5249 
13520; 5135 
14156; 4746 
14760; 4982 
14788; 4893 
15424; 5334 
16048; 5187 
16680; 4289 
17308; 4907 
17984; 1720 
18492; 2622 
19012; 4351 
19740; 4380 
20240; 1172 
21788; 713 
22952; 671 
23792; 1105 
24192; 914 
24960; 841 
25800; 904 
26640; 783 
27860; 1152 
29412; 718 
30660; 1318 
32252; 577 
33476; 726 
34288; 935 
35100; 753 
35912; 854 
36732; 984 
37548; 863 
38400; 1136 
39216; 1396 
40036; 1349 
